Title,Date
"Friends: Temporada 10: La boda de Phoebe","11/26/19"
"Friends: Temporada 10: El estríper que llora","11/26/19"
"Friends: Temporada 10: La casa de Westchester","11/26/19"
"Friends: Temporada 10: La madre biológica","11/26/19"
"Friends: Temporada 10: Llegan tarde el Día de Gracias","11/26/19"
"Friends: Temporada 10: Padres calificados","11/26/19"
"Friends: Temporada 10: La beca de Ross","11/26/19"
"Friends: Temporada 10: La niñera es la hermana de Rachel","11/25/19"
"Friends: Uno con el detergente de lavandería de Alemania del Este","11/25/19"
"Friends: Temporada 10: El pastel","11/25/19"
"Friends: Temporada 10: El bronceado de Ross","11/25/19"
"Friends: Temporada 10: Ross dice que está bien","11/25/19"
"Friends: Temporada 10: Cuando Joey y Rachel se besan","11/25/19"
"Friends: Temporada 9: El viaje a Barbados: Segunda Parte","11/25/19"
"Friends: Temporada 9: El viaje a Barbados: Primera Parte","11/25/19"
"Friends: Temporada 9: El donador","11/25/19"
"Friends: Temporada 9: La prueba de fertilidad","11/25/19"
"Friends: Temporada 9: La fiesta de Joey","11/24/19"
"Friends: Temporada 9: El sueño de Rachel","11/24/19"
"Friends: Temporada 9: La lotería","11/24/19"
"Friends: Temporada 9: La conmemoración funeraria","11/24/19"
"Friends: Temporada 9: El aumento de busto","11/24/19"
"Friends: Temporada 9: El asalto","11/24/19"
"Friends: Temporada 9: Dos citas a ciegas","11/24/19"
"Friends: Temporada 7: Ya todos tienen 30 años","11/24/19"
"Anatomía según Grey: La noche de un día difícil","11/23/19"
"Friends: Temporada 9: Monica canta","11/23/19"
"Friends: Temporada 9: Las ratas de Phoebe","11/23/19"
"Friends: Temporada 9: Rachel vuelve al trabajo","11/23/19"
"Friends: Temporada 9: Navidad en Tulsa","11/23/19"
"Friends: Temporada 9: El número telefónico de Rachel","11/23/19"
"Friends: Temporada 9: La otra hermana de Rachel","11/23/19"
"Friends: Temporada 9: La canción vulgar de Ross","11/23/19"
"Friends: Temporada 9: El niñero","11/23/19"
"Friends: Temporada 9: La cena de cumpleaños de Phoebe","11/23/19"
"Friends: Temporada 9: Los tiburones","11/23/19"
"Friends: Temporada 9: El pediatra","11/23/19"
"Friends: Temporada 9: Emma llora y llora","11/23/19"
"Friends: Temporada 9: Nadie propuso matrimonio","11/22/19"
"Friends: Temporada 8: Cuando Rachel tiene a su bebé: Segunda Parte","11/22/19"
"Friends: Temporada 8: Cuando Rachel tiene a su bebé: Primera Parte","11/22/19"
"Friends: Temporada 8: El parto de Rachel se retrasa","11/22/19"
"Friends: Temporada 8: La lección de cocina","11/22/19"
"Friends: Temporada 8: El baby shower","11/22/19"
"Friends: Temporada 8: La entrevista de Joey","11/22/19"
"Friends: Temporada 8: Fiesta en Massapequa","11/22/19"
"Friends: Temporada 8: Las hojas de té","11/22/19"
"Friends: Temporada 8: El alma gemela de Monica","11/22/19"
"Friends: Temporada 8: El video del parto","11/22/19"
"Friends: Temporada 8: El armario secreto","11/22/19"
"Friends: Temporada 8: Chandler toma un baño de tina","11/22/19"
"Friends: Temporada 8: Joey y Rachel tienen una cita","11/21/19"
"Friends: Temporada 8: La relación de Ross avanza","11/21/19"
"Friends: Temporada 8: Las botas de Monica","11/21/19"
"Friends: Temporada 8: El rumor","11/21/19"
"Friends: Temporada 8: El strip tease","11/21/19"
"Friends: Temporada 8: La mancha","11/21/19"
"Friends: Temporada 8: La fiesta de Halloween","11/20/19"
"Friends: Temporada 8: La cita de Rachel","11/20/19"
"Friends: Temporada 8: El videotape","11/20/19"
"Friends: Temporada 8: Rachel les dice...","11/20/19"
"Friends: Temporada 8: El suéter rojo","11/20/19"
"Friends: Temporada 8: Después de la ceremonia","11/20/19"
"Friends: Temporada 7: La boda de Monica y Chandler: Segunda parte","11/20/19"
"Friends: Temporada 7: La boda de Monica y Chandler: Primera parte","11/20/19"
"Friends: Temporada 7: El papá de Chandler","11/20/19"
"Friends: Temporada 7: Los votos","11/20/19"
"Friends: Temporada 7: El superbeso de Rachel","11/20/19"
"Friends: Temporada 7: La prima de Ross y de Monica","11/20/19"
"Friends: Temporada 7: El premio de Joey","11/20/19"
"Friends: Temporada 7: El vestido de novia barato","11/20/19"
"Friends: Temporada 7: La verdad de lo que pasó en Londres","11/20/19"
"Friends: Temporada 7: El nuevo cerebro de Joey","11/20/19"
"Friends: Temporada 7: Cuando muere Tranquilino","11/20/19"
"Friends: Temporada 7: La noche que nadie durmió","11/20/19"
"Friends: Temporada 7: Las tartas de queso","11/20/19"
"Friends: Temporada 7: El armadillo navideño","11/19/19"
"Friends: Temporada 7: Los dulces de Monica","11/19/19"
"Friends: Temporada 7: Chandler odia a los perros","11/19/19"
"Friends: Temporada 7: El libro de la biblioteca","11/19/19"
"Friends: Temporada 7: Compañeros de siesta","11/19/19"
"Friends: Temporada 7: El fotogénico Chandler","11/19/19"
"Friends: Temporada 7: El asistente de Rachel","11/19/19"
"Friends: Temporada 7: Las galletas de Phoebe","11/19/19"
"Friends: Temporada 7: El libro de Rachel","11/19/19"
"Friends: Temporada 7: El trueno de Monica","11/19/19"
"Friends: Temporada 6: Propuesta de matrimonio: Segunda parte","11/19/19"
"Friends: Temporada 6: Propuesta de matrimonio: Primera parte","11/19/19"
"Friends: Temporada 6: La sortija","11/19/19"
"Friends: Temporada 6: Paul es el hombre","11/19/19"
"Friends: Temporada 6: Ross conoce al padre de Elizabeth","11/18/19"
"Friends: Temporada 6: La actuación estelar de Joey","11/18/19"
"Friends: Temporada 6: El refrigerador de Joey","11/18/19"
"Friends: Temporada 6: Ross sale con una estudiante","11/18/19"
"Friends: Temporada 6: El unagi","11/18/19"
"Friends: Temporada 6: The One That Could Have Been: Parte 2","11/18/19"
"Friends: Temporada 6: The One That Could Have Been: Parte 1","11/18/19"
"Friends: Temporada 6: Chandler no puede llorar","11/18/19"
"Friends: Temporada 6: La hermana de Rachel","11/18/19"
"Friends: Temporada 6: El chiste","11/18/19"
"Friends: Temporada 6: La mesa de boticario","11/18/19"
"Friends: Temporada 6: La rutina de baile","11/18/19"
"Friends: Temporada 6: Cuando Ross se drogó","11/17/19"
"Friends: Temporada 6: Los dientes de Ross","11/17/19"
"Friends: Temporada 6: La forma de correr de Phoebe","11/17/19"
"Friends: Temporada 6: La última noche juntas","11/17/19"
"Friends: Temporada 6: El Porsche de Joey","11/17/19"
"Friends: Temporada 6: Joey pierde su seguro médico","11/17/19"
"Friends: Temporada 6: ¿El tercer divorcio?","11/17/19"
"Friends: Temporada 6: Ross abraza a Rachel","11/17/19"
"Friends: Temporada 6: Después de Las Vegas","11/17/19"
"Friends: Temporada 5: Viaje Las Vegas: Segunda parte","11/17/19"
"Friends: Temporada 5: Viaje Las Vegas: Primera parte","11/17/19"
"Friends: Temporada 5: El gran triunfo de Joey","11/17/19"
"Friends: Temporada 5: La pelota","11/17/19"
"Friends: Temporada 5: Ronda policiaca","11/17/19"
"Friends: Temporada 5: Cuando Ross no puede coquetear","11/17/19"
"Friends: Temporada 5: Cuando Rachel fuma","11/16/19"
"Friends: Temporada 5: Rachel, la despistada","11/16/19"
"Friends: Temporada 5: El policía","11/16/19"
"Friends: Temporada 5: La chica que golpea a Joey","11/16/19"
"Friends: Temporada 5: Cuando todos se enteran","11/16/19"
"Friends: Temporada 5: El bolso de Joey","11/16/19"
"Friends: Temporada 5: La risa boba de Chandler","11/16/19"
"Friends: Temporada 5: Los propósitos de Año Nuevo","11/16/19"
"Friends: Temporada 5: La hermana inapropiada","11/16/19"
"Friends: Temporada 5: El emparedado de Ross","11/16/19"
"Friends: Temporada 5: Todos los Días de Gracias","11/16/19"
"Friends: Temporada 5: Ross se muda con los muchachos","11/16/19"
"Friends: Temporada 5: El hombre Yeti","11/16/19"
"Friends: Temporada 5: Cómo decirle a Rachel","11/16/19"
"Friends: Temporada 5: Phoebe odia a la PBS","11/16/19"
"Friends: Temporada 5: Los trillizos","11/15/19"
"Friends: Temporada 5: Chandler, el besucón","11/15/19"
"Friends: Temporada 5: Después de que Ross dice Rachel","11/15/19"
"Friends: Temporada 4: La boda de Ross: Segunda parte","11/15/19"
"Friends: Temporada 4: La boda de Ross: Primera parte","11/15/19"
"Friends: Temporada 4: El peor padrino del mundo","11/15/19"
"Friends: Temporada 4: La invitación","11/15/19"
"Friends: Temporada 4: Las tres con vestido de novia","11/15/19"
"Friends: Temporada 4: Todo apresurado","11/15/19"
"Friends: Temporada 4: El nuevo vestido de Rachel","11/15/19"
"Friends: Temporada 4: Pornografía gratis","11/15/19"
"Friends: Temporada 4: La fiesta de mentiras","11/15/19"
"Friends: Temporada 4: Cuando Ross juega rugby","11/15/19"
"Friends: Temporada 4: El día que Joey estaba sucio","11/15/19"
"Friends: Temporada 4: Rachel enloquece por Joshua","11/15/19"
"Friends: Temporada 4: El útero de Phoebe","11/15/19"
"Friends: Temporada 4: La chica de Poughkeepsie","11/15/19"
"Friends: Temporada 4: Una parranda inolvidable","11/15/19"
"Friends: Temporada 4: Chandler en una caja","11/15/19"
"Friends: Temporada 4: Chandler se pasa de la raya","11/14/19"
"Friends: Temporada 4: Una mujer muy sucia","11/14/19"
"Friends: Temporada 4: La nueva novia de Joey","11/14/19"
"Friends: Temporada 4: El salón de baile","11/14/19"
"Friends: Temporada 4: Las esposas","11/14/19"
"Friends: Temporada 4: El gato","11/14/19"
"Friends: Temporada 4: Aguamala","11/14/19"
"Friends: Temporada 3: En la playa","11/14/19"
"Friends: Temporada 3: El campeón de lucha libre","11/14/19"
"Friends: Temporada 3: La cosa de Ross","11/14/19"
"Friends: Temporada 3: El gritón","11/14/19"
"Friends: Temporada 3: La pollita y el pato","11/14/19"
"Friends: Temporada 3: La casa de muñecas","11/14/19"
"Friends: Temporada 3: La camiseta diminuta","11/14/19"
"Friends: Temporada 3: La cinta de hipnosis","11/13/19"
"Friends: Temporada 3: Todos vamos a esquiar menos uno","11/13/19"
"Friends: Temporada 3: Al día siguiente","11/13/19"
"Friends: Temporada 3: Ross y Rachel se dan un respiro","11/13/19"
"Friends: Temporada 3: La excompañera de Phoebe","11/13/19"
"Friends: Temporada 3: Monica y Richard se hacen amigos","11/13/19"
"Friends: Temporada 3: Loco de celos","11/13/19"
"Friends: Temporada 3: El olvido de Chandler","11/13/19"
"Friends: Temporada 3: Rachel renuncia","11/13/19"
"Friends: Temporada 3: Sucesos del pasado","11/13/19"
"Friends: Temporada 3: Cuando nadie está listo","11/12/19"
"Friends: Temporada 3: La fantasía de la princesa Leia","11/12/19"
"Friends: Temporada 2: La boda de Barry y Mindy","11/12/19"
"Friends: Temporada 2: El de la viruela","11/12/19"
"Friends: Temporada 2: Las dos fiestas","11/12/19"
"Friends: Temporada 2: Los bravucones","11/12/19"
"Friends: Temporada 2: Cuando muere el gruñón","11/12/19"
"Friends: Temporada 2: Cuando Eddie no quiere irse","11/12/19"
"Friends: Temporada 2: Cuando muere el Dr. Ramoray","11/12/19"
"Friends: Temporada 2: Cuando llega Eddie","11/12/19"
"Friends: Temporada 2: Joey se muda","11/12/19"
"Friends: Temporada 2: El reencuentro de Ross y Rachel","11/12/19"
"Friends: Temporada 2: El video del baile","11/12/19"
"Friends: Temporada 2: Después del Superbowl (Parte 2)","11/11/19"
"Friends: Temporada 2: Después del Superbowl (Parte 1)","11/11/19"
"Friends: Temporada 2: Boda de lesbianas","11/11/19"
"Friends: Temporada 2: Ross y Russ","11/11/19"
"Friends: Temporada 2: El papá de Phoebe","11/11/19"
"Friends: Temporada 2: La lista","11/11/19"
"Friends: Temporada 2: Ross se entera de la verdad","11/11/19"
"Friends: Temporada 2: El bebé en autobús","11/11/19"
"Friends: Temporada 2: Carne para cinco y una berenjena","11/11/19"
"Friends: Temporada 2: Llegó el esposo de Phoebe","11/11/19"
"Friends: Temporada 2: El Sr. Heckles pasó a mejor vida","11/11/19"
"Friends: Temporada 2: La leche materna","11/11/19"
"Friends: Temporada 2: La nueva novia de Ross","11/11/19"
"Friends: Rachel por fin se da cuenta","11/11/19"
"Friends: El del nacimiento","11/11/19"
"Friends: El extraño factor","11/10/19"
"Friends: La falsa Mónica","11/10/19"
"Friends: El cruel ortodoncista","11/10/19"
"Friends: El día que Marcel se fue","11/10/19"
"Friends: Jugando póquer","11/9/19"
"Friends: Segunda de dos partes","11/9/19"
"Friends: Primera de dos partes","11/8/19"
"Friends: El intoxicado","11/8/19"
"Friends: Corazones de dulce","11/8/19"
"Friends: Hablemos de senos","11/8/19"
"Friends: Las doce lasagnas","11/8/19"
"Friends: Uno con la Sra. Bing","11/8/19"
"Friends: Uno con el mono","11/8/19"
"Friends: Día de Acción de Gracias","11/8/19"
"Friends: El apagón","11/7/19"
"Friends: El hombre del trasero","11/7/19"
"Friends: Uno con George Stephanopoulos","11/7/19"
"Friends: Uno con el pulgar","11/7/19"
"Friends: Donde el ultrasonido llega al final","11/7/19"
"Los ilusionistas 2","10/13/19"
"Sherlock: El banquero ciego","10/6/19"
"Apache: La vida de Carlos Tevez: El gran día","10/5/19"
"Apache: La vida de Carlos Tevez: Las dos caras de una moneda","10/5/19"
"Apache: La vida de Carlos Tevez: Dos madres, un acto de amor","10/4/19"
"Apache: La vida de Carlos Tevez: El valor de la identidad","10/4/19"
"Apache: La vida de Carlos Tevez: Un mundo nuevo, el origen","10/4/19"
"Apache: La vida de Carlos Tevez: El legado","10/4/19"
"Apache: La vida de Carlos Tevez: Entre el plomo y la desilusión","10/3/19"
"Apache: La vida de Carlos Tevez: 1984","10/3/19"
"Sully: Hazaña en el Hudson","10/2/19"
"Élite: Temporada 2: 0 horas desaparecido","9/11/19"
"Élite: Temporada 2: 84 horas desaparecido","9/11/19"
"Élite: Temporada 2: 66 horas desaparecido","9/11/19"
"Élite: Temporada 2: 63 horas desaparecido","9/9/19"
"Élite: Temporada 2: 59 horas desaparecido","9/9/19"
"Élite: Temporada 2: 36 horas desaparecido","9/9/19"
"Élite: Temporada 2: 34 horas desaparecido","9/8/19"
"Élite: Temporada 2: 20 horas desaparecido","9/8/19"
"Aliados","7/10/19"
"River, el más grande siempre","7/9/19"
"Stranger Things: Stranger Things 3: Capítulo ocho: La batalla de Starcourt","7/6/19"
"Stranger Things: Stranger Things 3: Capítulo siete: La picadura","7/6/19"
"Stranger Things: Stranger Things 3: Capítulo seis: E pluribus unum","7/6/19"
"Stranger Things: Stranger Things 3: Capítulo cinco: Los desollados","7/5/19"
"Stranger Things: Stranger Things 3: Capítulo cuatro: La prueba del sauna","7/5/19"
"Stranger Things: Stranger Things 3: Capítulo tres: El caso de la guardavidas perdida","7/4/19"
"Stranger Things: Stranger Things 3: Capítulo dos: Ratas de centro comercial","7/4/19"
"Stranger Things: Stranger Things 3: Capítulo uno: ¿Me copias, Suzie?","7/4/19"
"Stranger Things: Capítulo cinco: La pulga y el acróbata","6/28/19"
"Otro día para matar","5/13/19"
"Guardianes de la galaxia","5/2/19"
"Iron Man: El Hombre de Hierro","5/2/19"
"Vengadores: La era de Ultrón","4/28/19"
"Capitán América y el Soldado del Invierno","4/6/19"
"Ricardo Quevedo: Los amargados somos más","4/6/19"
"Tom Segura: Mostly Stories","4/6/19"
"Sebastian Maniscalco: Quédate con hambre","4/6/19"
"The Avengers: Los Vengadores","4/1/19"
"The Umbrella Academy: Temporada 1: El Violín Blanco","3/3/19"
"The Umbrella Academy: Temporada 1: Cambios","3/3/19"
"The Umbrella Academy: Temporada 1: Escuché el rumor","3/3/19"
"The Umbrella Academy: Temporada 1: El día que sí fue","3/3/19"
"The Umbrella Academy: Temporada 1: El día que no fue","3/2/19"
"The Umbrella Academy: Temporada 1: Número Cinco","3/2/19"
"The Umbrella Academy: Temporada 1: Hombre en la luna","2/23/19"
"The Umbrella Academy: Temporada 1: Extra Ordinaria","2/23/19"
"The Umbrella Academy: Temporada 1: Run Boy Run","2/23/19"
"The Umbrella Academy: Temporada 1: Solo nos vemos en los casamientos o velorios","2/23/19"
"Un espía y medio","2/23/19"
"Capitán América: El primer vengador","2/19/19"
"Mi obra maestra","2/18/19"
"Agustín Aristarán: Soy Rada","2/16/19"
"COMEDIANTES del mundo: México: Franco Escamilla","2/16/19"
"El stand de los besos","2/15/19"
"Sex Education: Temporada 1: Episodio 8","2/8/19"
"Sex Education: Temporada 1: Episodio 7","2/8/19"
"Sex Education: Temporada 1: Episodio 6","2/8/19"
"Sex Education: Temporada 1: Episodio 5","2/8/19"
"Sex Education: Temporada 1: Episodio 4","2/8/19"
"Sex Education: Temporada 1: Episodio 3","2/8/19"
"Sex Education: Temporada 1: Episodio 2","2/8/19"
"Sex Education: Temporada 1: Episodio 1","2/8/19"
"Flash: Temporada 4: Somos Flash","2/1/19"
"Flash: Temporada 4: Piensa rápido","2/1/19"
"Flash: Temporada 4: Harry y los Harrison","2/1/19"
"Flash: Temporada 4: Por eso está ella","2/1/19"
"Flash: Temporada 4: Furioso canalla","2/1/19"
"Flash: Temporada 4: Déjate ir","2/1/19"
"Flash: Temporada 4: Null está enojada","1/28/19"
"Flash: Temporada 4: Corre, Iris, corre","1/28/19"
"Flash: Temporada 4: Entrada al tiempo Flash","1/25/19"
"Flash: Temporada 4: Sujeto 9","1/20/19"
"Arrow: Temporada 6: Diferencias irreconciliables","1/18/19"
"Flash: Temporada 4: Colores verdaderos","1/18/19"
"Flash: Temporada 4: Querida, encogí al equipo","1/17/19"
"Flash: Temporada 4: El Caballero Elástico asciende","1/17/19"
"Flash: Temporada 4: El juicio de Flash","1/17/19"
"Flash: Temporada 4: No corras","1/15/19"
"DC's Legends of Tomorrow: Temporada 3: Crisis en Tierra X, parte 4","1/15/19"
"Flash: Temporada 4: Crisis en Tierra X, parte 3","1/9/19"
"Arrow: Temporada 6: Crisis en Tierra X, parte 2","1/9/19"
"Supergirl: Temporada 3: Crisis en Tierra X, parte 1","1/9/19"
"Flash: Temporada 4: Por lo tanto, soy","1/9/19"
"Flash: Temporada 1: Piloto","1/4/19"
"Flash: Temporada 4: Cuando Harry conoció a Harry...","1/4/19"
"Flash: Temporada 4: Noche de chicas","1/4/19"
"Flash: Temporada 4: El alargado viaje hacia la noche","1/4/19"
"Flash: Temporada 4: Suerte para una dama","12/28/18"
"Flash: Temporada 4: Señales mixtas","12/28/18"
"Flash: Temporada 4: Flash renacido","12/28/18"
"Los juegos del hambre: Sinsajo (el final)","12/26/18"
"Guardaespaldas: Episodio 6","12/12/18"
"Guardaespaldas: Episodio 5","12/12/18"
"Guardaespaldas: Episodio 4","12/12/18"
"Guardaespaldas: Episodio 3","12/10/18"
"Guardaespaldas: Episodio 2","12/7/18"
"Guardaespaldas: Episodio 1","12/5/18"
"Gotham: Temporada 4: Un día en los Narrows","12/3/18"
"Gotham: Temporada 4: Un cerdo por la tarde","11/4/18"
"Gotham: Temporada 4: El camino de la daga","10/29/18"
"Gotham: Temporada 4: La cabeza del demonio","10/21/18"
"Gotham: Temporada 4: Aquellos que se esconden tras las máscaras","10/20/18"
"Gotham: Temporada 4: El cosechador de miedo","10/20/18"
"Gotham: Temporada 4: Pax Penguina","10/15/18"
"Gotham: Temporada 3: El destino llama / Alma pesada y sucia","10/15/18"
"Gotham: Temporada 3: Máquina de odio","10/15/18"
"Gotham: Temporada 3: Todos serán juzgados","10/15/18"
"Altered Carbon: Temporada 1: Retorno al pasado","10/15/18"
"Gotham: Temporada 3: Enciende la mecha","10/14/18"
"Gotham: Temporada 3: El acertijo más grande","10/14/18"
"3 %: Temporada 1: Capítulo 1: Cubos","10/14/18"
"Gotham: Temporada 3: Esas delicadas y oscuras decisiones","10/14/18"
"Gotham: Temporada 3: Cómo es que el Acertijo se hizo de su nombre","10/14/18"
"Gotham: Temporada 3: El fino arte de hacer enemigos","10/14/18"
"Gotham: Temporada 3: Sonríe con entusiasmo","10/14/18"
"Gotham: Temporada 3: Fantasmas","10/14/18"
"Gotham: Temporada 3: Cuidado con el monstruo de ojos verdes","10/14/18"
"Gotham: Temporada 3: Bomba de tiempo","10/13/18"
"Gotham: Temporada 3: El verdugo","10/13/18"
"22 de julio","10/13/18"
"Gotham: Temporada 3: Sed de sangre","10/12/18"
"Gotham: Temporada 3: La reina roja","10/8/18"
"Gotham: Temporada 3: Sigue al conejo blanco","10/8/18"
"Gotham: Temporada 3: Cualquier cosa por ti","10/8/18"
"Gotham: Temporada 3: El nuevo amanecer","10/8/18"
"Gotham: Temporada 3: Mírame a los ojos","10/8/18"
"Gotham: Temporada 3: Quemen a la bruja","10/8/18"
"Élite: Temporada 1: Assilah","10/8/18"
"Élite: Temporada 1: Todo estalla","10/8/18"
"Élite: Temporada 1: Todo va a salir bien","10/8/18"
"Élite: Temporada 1: Todos mienten","10/7/18"
"Élite: Temporada 1: El amor es una droga","10/7/18"
"Élite: Temporada 1: Sábado noche","10/7/18"
"Élite: Temporada 1: Deseo","10/7/18"
"Élite: Temporada 1: Bienvenidos","10/7/18"
"Gotham: Temporada 3: Mejor reinar en el Infierno","10/6/18"
"Gotham: Temporada 2: Transferencia","10/6/18"
"Gotham: Temporada 2: Legión de villanos","10/6/18"
"Gotham: Temporada 2: Liberado","10/6/18"
"Gotham: Temporada 2: Azrael","10/5/18"
"Gotham: Temporada 2: Pinewood","10/5/18"
"Gotham: Temporada 2: En el bosque","10/5/18"
"Gotham: Temporada 2: Prisioneros","10/5/18"
"El bosque: Episodio 1","10/3/18"
"Gotham: Temporada 2: Loco amanecer gris","10/3/18"
"Gotham: Temporada 2: Esta bola de barro y maldad","10/3/18"
"Gotham: Temporada 2: Un hombre muerto no siente frío","10/2/18"
"Gotham: Temporada 2: Sr. Freeze","10/1/18"
"Luis Miguel - La serie: Temporada 1: Cuando calienta el sol","10/1/18"
"Gotham: Temporada 2: Peor que un crimen","10/1/18"
"Gotham: Temporada 2: El hijo de Gotham","10/1/18"
"Gotham: Temporada 2: Una píldora difícil de tragar","10/1/18"
"Gotham: Temporada 2: Esta noche es la noche","10/1/18"
"Gotham: Temporada 2: El monstruito de mamá","10/1/18"
"Gotham: Temporada 2: Fuego","9/30/18"
"Gotham: Temporada 2: Escarificación","9/30/18"
"Gotham: Temporada 2: Fuerza de ataque","9/27/18"
"Gotham: Temporada 2: El que ríe último","9/26/18"
"Gotham: Temporada 2: Toc, toc","9/26/18"
"Gotham: Temporada 2: Malo si lo haces","9/26/18"
"Gotham: Todas las familias felices se parecen","9/25/18"
"Gotham: El yunque o el martillo","9/25/18"
"Gotham: El quirófano","9/25/18"
"Gotham: Depredadores","9/23/18"
"Gotham: Todos tienen un Cobblepot","9/23/18"
"Gotham: Capucha Roja","9/23/18"
"Gotham: El ciego vidente","9/23/18"
"Gotham: El Espantapájaros","9/22/18"
"Gotham: El temible Dr. Crane","9/22/18"
"Gotham: Bienvenido de nuevo, Jim Gordon","9/22/18"
"Gotham: Lo que le dijo un pajarito","9/22/18"
"Gotham: Galería de sospechosos","9/21/18"
"Gotham: Lovecraft","9/21/18"
"Gotham: Harvey Dent","9/19/18"
"Gotham: La máscara","9/19/18"
"Gotham: El paraguas del Pingüino","9/19/18"
"Gotham: El Espíritu de la Cabra","9/19/18"
"Gotham: Viper","9/19/18"
"Gotham: Arkham","9/19/18"
"Gotham: El Globero","9/18/18"
"Gotham: Selina Kyle","9/18/18"
"Gotham: Piloto","9/17/18"
"Merlí: Aristóteles","8/29/18"
"Merlí: Maquiavelo","8/29/18"
"Merlí: Platón","6/2/18"
"Merlí: Los peripatéticos","5/29/18"
"Death Note","3/20/18"
